#x1 	        x2 	        y
-0.1589860 	0.4239770 	1
-0.3479260 	0.4707600 	1
-0.5046080 	0.3538010 	1
-0.5967740 	0.1140350 	1
-0.5184330 	-0.1725150 	1
-0.2926270 	-0.2076020 	1
-0.1589860 	-0.0438596 	1
-0.0576037 	0.1432750 	1
-0.0714286 	0.2719300 	1
-0.2972350 	0.3479530 	1
-0.4170510 	0.2017540 	1
-0.4400920 	0.0087719 	1
-0.3248850 	-0.0321637 	1
-0.2465440 	0.0555556 	1
-0.2188940 	0.2017540 	1
-0.3433180 	0.1608190 	1
-0.5092170 	0.0789474 	1
-0.3847930 	-0.0906433 	1
-0.1497700 	0.1257310 	1
-0.1958530 	0.3245610 	1
-0.0391705 	-0.2192980 	0
-0.1082950 	-0.3011700 	0
-0.1866360 	-0.3304090 	0
-0.2188940 	-0.4239770 	0
-0.0806452 	-0.5643270 	0
0.0668203 	-0.5175440 	0
0.0944700 	-0.3245610 	0
0.1866360 	-0.1666670 	0
0.0622120 	-0.0730994 	0
0.0207373 	-0.1959060 	0
0.0299539 	-0.3421050 	0
-0.0990783 	-0.3771930 	0
-0.0069124 	-0.4649120 	0
0.1313360 	-0.4298250 	0
0.2327190 	-0.1959060 	0
0.0852535 	-0.0847953 	0
-0.1313360 	-0.2368420 	1
0.0023042 	-0.1257310 	1
0.1221200 	-0.0029240 	1
-0.3479260 	-0.3128650 	0
-0.2281110 	-0.1257310 	0
-0.0760369 	0.0146199 	0
0.0437788 	0.0204678 	0
0.0115207 	0.1549710 	0
-0.4170510 	-0.1608190 	0
-0.3156680 	-0.3187130 	0
0.1267280 	-0.2192980 	0
0.2050690 	-0.3128650 	0
0.2188940 	-0.4590640 	0
0.0714286 	-0.6461990 	0
-0.1313360 	-0.6052630 	0
-0.2096770 	-0.5818710 	0
-0.2281110 	-0.4298250 	0
-0.1451610 	-0.4122810 	0
-0.0668203 	-0.4824560 	0
0.1359450 	-0.5116960 	0
0.2695850 	-0.4064330 	0
0.2972350 	-0.2953220 	0
0.2741940 	-0.1725150 	0
0.2557600 	-0.0497076 	0
0.2235020 	-0.0497076 	0
0.1820280 	-0.0847953 	0
0.1589860 	-0.1549710 	0
0.0714286 	-0.2134500 	0
0.0161290 	-0.2660820 	0
-0.0253456 	-0.3830410 	0
-0.0115207 	-0.4824560 	0
-0.0023042 	-0.5058480 	0
0.0253456 	-0.5116960 	0
0.0253456 	-0.5584800 	0
0.0115207 	-0.6578950 	0
-0.0483871 	-0.6461990 	0
-0.0852535 	-0.5526320 	0
-0.0990783 	-0.5000000 	0
-0.0161290 	-0.4239770 	0
0.1313360 	-0.3596490 	0
0.2235020 	-0.3713450 	0
0.2926270 	-0.3011700 	0
0.2603690 	-0.2076020 	0
0.2004610 	-0.2251460 	0
0.1728110 	-0.2719300 	0
-0.1313360 	0.0906433 	1
-0.1497700 	0.0730994 	1
-0.2419350 	0.0614035 	1
-0.3018430 	0.1783630 	1
-0.2972350 	0.1959060 	1
-0.2741940 	0.3070180 	1
-0.3248850 	0.2953220 	1
-0.3986180 	0.2660820 	1
-0.4354840 	0.1608190 	1
-0.4723500 	0.0789474 	1
-0.3387100 	0.0438596 	1
-0.2695850 	0.0438596 	1
-0.2557600 	0.1023390 	1
-0.1682030 	0.2660820 	1
-0.1129030 	0.3011700 	1
-0.0391705 	0.3479530 	1
-0.1267280 	0.4415200 	1
-0.2327190 	0.4415200 	1
-0.3387100 	0.4181290 	1
-0.4124420 	0.3538010 	1
-0.5092170 	0.2192980 	1
-0.5414750 	0.0146199 	1
-0.5046080 	-0.1257310 	1
-0.4907830 	-0.1432750 	1
-0.3617510 	-0.1374270 	1
-0.2695850 	-0.0847953 	1
-0.2235020 	-0.0789474 	1
-0.1866360 	-0.0380117 	1
-0.1543780 	-0.0087719 	1
-0.1129030 	0.0555556 	1
-0.0852535 	0.1374270 	1
-0.0852535 	0.2777780 	1
-0.1682030 	0.3011700 	1
-0.1912440 	0.1959060 	1
-0.1405530 	-0.0497076 	1
-0.0299539 	0.0672515 	1
-0.2004610 	-0.2309940 	0
-0.1082950 	-0.0847953 	0
0.0345622 	0.0672515 	0
0.0806452 	0.1198830 	0
-0.3853690 	0.0330409 	1
-0.3812210 	0.1312870 	1
-0.3521890 	0.2581870 	1
-0.3542630 	0.3646200 	1
-0.4144010 	-0.0692982 	1
-0.4994240 	-0.0324561 	1
-0.2982720 	-0.0979532 	1
-0.3169350 	-0.1839180 	1
-0.3687790 	-0.2903510 	1
-0.3563360 	-0.3967840 	1
-0.2713130 	0.0043860 	1
-0.1779950 	0.0862573 	1
-0.2464290 	0.1435670 	1
-0.2505760 	0.2295320 	1
-0.2215440 	0.3769010 	1
-0.2153230 	0.2950290 	1
-0.1303000 	0.2172510 	1
-0.2070280 	0.0289474 	1
-0.0971198 	0.2131580 	1
-0.0390553 	0.2581870 	1
0.0190092 	0.4014620 	1
-0.0369816 	0.4219300 	1
-0.0639401 	0.3318710 	1
-0.1303000 	0.3769010 	1
-0.3750000 	-0.4377190 	1
-0.3957370 	-0.3517540 	1
-0.3542630 	-0.2084800 	1
-0.4372120 	-0.3763160 	1
-0.4807600 	-0.5032160 	1
-0.4102530 	-0.4663740 	1
-0.2485020 	-0.2576020 	0
-0.2277650 	-0.3149120 	0
-0.2837560 	-0.3845030 	0
-0.2920510 	-0.4540940 	0
-0.3376730 	-0.5195910 	0
-0.2775350 	-0.5482460 	0
-0.2070280 	-0.5359650 	0
-0.1862900 	-0.4786550 	0
-0.1323730 	-0.5073100 	0
-0.1779950 	-0.2985380 	0
-0.1655530 	-0.1757310 	0
-0.1614060 	-0.1266080 	0
0.0003456 	0.2581870 	0
0.0791475 	0.3564330 	0
-0.0266129 	0.1804090 	0
-0.0535714 	0.0780702 	0
-0.0141705 	-0.0529240 	0
-0.0701613 	-0.1634500 	0
-0.0639401 	-0.2944440 	0
-0.0307604 	-0.4663740 	0
-0.0577189 	-0.5277780 	0
-0.0535714 	-0.3967840 	0
0.0521889 	-0.4172510 	0
-0.0162442 	-0.1675440 	0
-0.0639401 	-0.0856725 	0
-0.0618664 	-0.0160819 	0
-0.0038018 	0.0043860 	0
0.0418203 	0.2049710 	0
0.0791475 	0.1926900 	0
0.0459677 	0.2540940 	0
0.1185480 	0.1926900 	0
0.1102530 	0.0862573 	0
0.1081800 	-0.0692982 	0
0.1662440 	-0.0242690 	0
0.1413590 	0.0657895 	0
0.1434330 	0.1681290 	0
0.1703920 	0.1926900 	0
0.1081800 	0.2991230 	0
0.1185480 	0.3195910 	0
0.1268430 	0.3932750 	0
-0.0867512 	0.4219300 	1
-0.0473502 	0.5078950 	1
0.0252304 	0.5201750 	1
0.0625576 	0.5529240 	1
-0.0058756 	0.4423980 	1
-0.0514977 	0.5733920 	1
-0.0805300 	0.5078950 	1
-0.1531110 	0.5529240 	1
-0.1116360 	0.5488300 	1
-0.1634790 	0.4915200 	1
-0.2526500 	-0.1880120 	1
-0.2464290 	-0.0365497 	1
-0.3210830 	-0.4336260 	1
-0.3314520 	-0.6055560 	0
-0.3853690 	-0.5154970 	1
-0.3998850 	-0.6219300 	1
-0.1240780 	-0.1266080 	1
-0.3169350 	-0.2289470 	1
-0.2941240 	-0.1347950 	0
-0.1531110 	0.1845030 	0
-0.3530623 	-0.6739018 	0
-0.2271258 	0.4473198 	1
0.0928977 	-0.7535242 	0
0.1482425 	-0.7184731 	0
-0.0015125 	0.1629279 	0
0.0453350 	0.2098257 	0
0.1443461 	-0.6872075 	0
-0.1380706 	0.5524173 	1
-0.1638595 	0.1113431 	1
-0.1953574 	0.4011457 	1
0.1863405 	0.5218623 	1
-0.4934032 	0.0600788 	1
-0.0918527 	-0.1217816 	0
-0.1042812 	-0.5455799 	0
-0.2088806 	0.1598022 	1
0.2423932 	-0.4447684 	0
0.1498625 	-0.1048291 	0
-0.4994939 	0.0164495 	1
0.1470870 	0.1766948 	0
-0.2026549 	-0.1845031 	0
0.0933519 	-0.0848175 	0
0.1133955 	0.2062696 	0
0.2515213 	-0.2496212 	0
-0.0716674 	0.3802784 	1
0.1805506 	-0.4984524 	0
-0.1811012 	-0.7543908 	0
0.2778539 	0.2484437 	0
-0.0132709 	-0.4874714 	0
-0.0150211 	0.3696734 	1
-0.0030869 	0.2157043 	0
0.2141149 	0.4517632 	0
0.0452684 	-0.6235065 	0
-0.1341706 	-0.7504224 	0
-0.0551928 	-0.0856944 	0
-0.4564296 	0.3045734 	1
-0.4493094 	0.2521395 	1
-0.3346005 	0.2810897 	1
0.1415529 	-0.6873564 	0
-0.2478838 	-0.4465246 	0
-0.0486725 	-0.7948161 	0
-0.1964430 	-0.6094951 	0
-0.4990337 	-0.4837805 	1
-0.0410815 	-0.3371719 	0
-0.2810176 	-0.0211639 	0
-0.1756489 	-0.1607977 	0
-0.4678873 	-0.0360606 	1
-0.4160645 	0.5092381 	1
0.2909194 	0.0028182 	0
0.0221913 	0.1016240 	0
-0.4215857 	0.3902724 	1
0.1312701 	-0.1999109 	0
-0.4100823 	-0.6728041 	1
-0.3555372 	0.2773166 	1
-0.3576086 	0.5217039 	1
-0.3057157 	0.3830352 	1
-0.0260729 	0.3712503 	1
-0.1175722 	-0.0288146 	1
-0.2414979 	-0.0458235 	1
-0.1803341 	0.0062888 	1
0.2639283 	-0.1992012 	1
-0.3281434 	-0.6282849 	0
-0.2985046 	-0.7199303 	0
-0.1164358 	-0.4154852 	0
-0.4678035 	-0.1186662 	1
0.0691193 	-0.5190573 	0
-0.0427150 	0.3300656 	1
-0.3385095 	0.0754436 	1
-0.1609554 	0.1553254 	1
-0.0751139 	0.5272346 	1
-0.4293343 	-0.3282345 	0
-0.1638389 	0.5963614 	1
-0.4511640 	-0.3688550 	1
0.0477326 	0.0896455 	0
-0.2071888 	0.0296080 	1
0.1299974 	-0.7614436 	0
-0.1703143 	0.2602443 	1
0.1666978 	-0.6618043 	0
0.1096687 	-0.0221462 	0
0.0295271 	0.1205507 	0
-0.3810852 	-0.6806668 	1
-0.0373068 	-0.1696707 	0
0.2386371 	-0.3397918 	0
0.1794064 	0.3661481 	0
-0.4454137 	0.4877336 	1
-0.1317394 	-0.3730189 	0
0.2581665 	0.3214765 	0
-0.1714447 	-0.0543629 	1
0.0223521 	0.4604478 	1
0.2175178 	-0.6483802 	0
0.1648225 	-0.5600931 	0
0.1056168 	-0.4735692 	0
-0.4963785 	-0.5303987 	1
-0.2907698 	0.3928300 	0
-0.3551837 	-0.1903313 	1
-0.1175633 	0.4504506 	1
0.2124443 	0.2440934 	0
-0.3358869 	-0.4220814 	1
-0.2183442 	0.4259898 	1
0.2664948 	-0.4170877 	0
0.0107307 	0.1157563 	0
0.1432085 	0.5729022 	1
-0.4963959 	0.2476474 	1
0.0198508 	-0.3142498 	0
-0.4943299 	0.4026477 	1
-0.1066476 	-0.0086735 	1
-0.0031905 	0.5097321 	1
-0.4256046 	0.2149433 	1
0.0120528 	0.4384711 	1
-0.4233342 	-0.2292096 	1
-0.1853088 	-0.2196603 	0
-0.2142179 	0.5717574 	1
-0.3176858 	-0.3414801 	0
0.1429172 	0.0856432 	0
-0.3215771 	0.1599653 	1
-0.0810131 	0.0194417 	0
-0.2593886 	-0.0510651 	1
-0.0172890 	-0.5757808 	0
-0.0086569 	0.4009132 	1
0.0123751 	-0.2761935 	0
0.2679647 	-0.4929422 	0
-0.2220084 	-0.2887008 	0
0.1723674 	-0.4723497 	0
0.1312610 	-0.2384163 	0
0.2417920 	-0.2391514 	0
0.1222105 	-0.1813941 	0
0.0534610 	-0.0541587 	0
-0.2122828 	-0.4905978 	0
-0.4045446 	-0.5306293 	1
-0.3762731 	-0.3627814 	1
-0.4051627 	0.0092027 	1
0.0030245 	-0.7133678 	0
-0.0909067 	-0.4835742 	0
0.1633449 	0.2927067 	0
0.1174514 	-0.1043616 	0
0.0516929 	-0.4977770 	0
-0.4394665 	0.2458151 	1
0.2034310 	0.0087050 	0
0.2473564 	0.0687942 	0
-0.2863821 	0.1296334 	1
0.0333690 	-0.6703423 	0
-0.2227837 	-0.1486922 	1
-0.2793075 	0.4323864 	1
0.1039081 	0.1030638 	0
-0.2204800 	-0.7670237 	0
-0.2212299 	0.0203705 	1
0.1059600 	-0.1245161 	0
0.0053644 	0.1020898 	0
-0.1863033 	0.0803745 	1
0.0787105 	0.0484747 	0
-0.0390446 	0.1829927 	1
0.0289722 	-0.0225138 	0
-0.2470134 	0.3525980 	1
0.2614486 	0.3805172 	0
-0.1457531 	-0.4686856 	0
0.0298899 	0.1012628 	0
-0.2021222 	-0.3266953 	0
0.1343326 	-0.6398540 	0
-0.4074167 	0.5531594 	1
-0.4094378 	0.4617779 	1
0.2570166 	-0.5229997 	0
0.1100327 	-0.5254181 	0
0.2589669 	-0.4582611 	0
0.1538305 	0.1074931 	0
-0.1473584 	0.4466593 	1
0.1473683 	-0.4142585 	1
-0.0387401 	-0.4892708 	0
0.2255192 	0.2776201 	0
0.2695082 	-0.6656512 	0
0.1248288 	0.5081440 	1
0.1716278 	-0.4242945 	0
0.0050520 	-0.0476093 	0
-0.3545882 	0.3712631 	1
-0.4773866 	-0.6869322 	1
-0.2411690 	0.2816165 	1
0.0937579 	-0.7722199 	0
-0.2998889 	-0.6748715 	0
-0.1624781 	0.1720942 	1
0.1968256 	-0.1456676 	0
-0.3480154 	-0.2592839 	1
0.1403579 	-0.6842892 	0
-0.0463486 	-0.1491538 	0
-0.2392947 	0.5622097 	1
-0.4578560 	0.2537403 	1
-0.1081935 	0.5975322 	1
0.0052026 	-0.5444494 	1
0.1763516 	-0.5724536 	0
0.1276510 	-0.3409376 	0
0.2486822 	-0.4975018 	0
-0.3168991 	-0.4294127 	0
